mood_id,user_id,mood_rating,mood_notes,mood_date,name,age,gender,email,region_id,region_name
435,435,5,Need some alone time.,2025-06-12,Laura Taylor MD,37,F,nancyjoseph@example.org,921,"Matthewsstad, Christmas Island"
436,436,7,Feeling impulsive and reckless.,2025-06-10,Heather Boone,64,Other,hubbardlisa@example.org,163,"Zimmermanchester, North Macedonia"
437,437,3,Reconnected with myself.,2025-06-08,Sydney Patel,55,M,michaelchen@example.com,360,"Laurashire, Norfolk Island"
438,438,3,Trying to reset mentally.,2025-06-06,Shannon Choi,54,Other,jasonlarson@example.com,176,"Transtad, Heard Island and McDonald Islands"
439,439,10,Hurt by someone’s words.,2025-06-07,Briana Li,26,F,wallacedaniel@example.net,533,"Smallberg, Malta"
440,440,10,Really motivated today.,2025-06-07,Charles Reyes,54,M,pzamora@example.com,997,"Banksburgh, South Georgia and the South Sandwich Islands"
441,441,10,Nothing feels real.,2025-06-13,Ronald Sanchez,59,Other,bmorales@example.net,713,"Michellechester, Sudan"
442,442,2,Can’t stop worrying about the future.,2025-06-14,Curtis Ward,41,Other,rodriguezmichael@example.org,775,"West Jennifershire, Malta"
443,443,2,Having a creative burst!,2025-06-14,Heather White,25,Other,yneal@example.net,383,"Lake Matthewberg, Madagascar"
444,444,2,Need some alone time.,2025-06-14,William Wagner,35,Other,marshalljoseph@example.org,321,"Parrishton, Guinea"
445,445,2,Feel like isolating myself.,2025-06-09,Scott Page,18,F,barbara32@example.net,330,"Lake Cynthia, Bangladesh"
446,446,6,"Got good news, feeling thrilled.",2025-06-12,James Davis,20,M,walkerronnie@example.net,865,"Kristintown, Guernsey"
447,447,3,Feel excited but also scared.,2025-06-14,Rachel Murphy,31,Other,toddloretta@example.com,296,"New Jason, Micronesia"
448,448,1,Overstimulated from social interaction.,2025-06-07,Nicole Morgan,20,Other,cabreralaura@example.org,800,"Jonesshire, Northern Mariana Islands"
449,449,4,Overstimulated from social interaction.,2025-06-06,Danielle Andersen,60,Other,millerkyle@example.net,754,"Lake Peter, Costa Rica"
450,450,1,Good conversation boosted my mood.,2025-06-08,Jessica Campbell,63,M,miguel91@example.org,183,"West Harry, French Polynesia"
451,451,9,Sick and a bit cranky.,2025-06-15,Curtis Brooks,34,M,vgriffin@example.net,81,"West Darrell, Wallis and Futuna"
452,452,8,"Watched a good movie, feeling relaxed.",2025-06-14,Jeanne Heath,36,F,bmarquez@example.com,716,"West Tiffany, Nepal"
453,453,6,Struggling with loneliness.,2025-06-07,Tanya Roberts,28,Other,stevenfrost@example.org,574,"East Williamport, Cuba"
454,454,7,"Panic attack earlier, now calming down.",2025-06-14,William Daniels,36,Other,stephanie42@example.com,205,"Scottmouth, Uruguay"
455,455,2,Need some alone time.,2025-06-07,Annette Morris,40,F,tpace@example.net,19,"Lake Mark, Faroe Islands"
456,456,2,Got closure today.,2025-06-08,Eric Goodwin,20,F,stricklandcassandra@example.org,761,"North Joseton, Andorra"
457,457,5,Experienced pure joy in small things.,2025-06-07,Dennis Neal,20,Other,elizabethmorgan@example.com,757,"New Pamelatown, Northern Mariana Islands"
458,458,5,"Chatted with a mentor, feeling guided.",2025-06-14,Hannah Abbott,38,M,millerjason@example.org,86,"Kellieview, Afghanistan"
459,459,2,Experiencing imposter syndrome.,2025-06-14,Michele Garcia,54,Other,barrettkelly@example.org,811,"Lake Johnstad, Cameroon"
460,460,7,Felt great after workout.,2025-06-06,Robert Allen,67,M,derrick26@example.net,855,"Jeffreyshire, Puerto Rico"
461,461,1,Mood fluctuated a lot today.,2025-06-06,Amy Williams,27,F,smithsean@example.com,104,"New Ryanmouth, Argentina"
462,462,6,Social battery is low.,2025-06-13,Theresa Garcia MD,39,M,martin87@example.net,343,"South Amanda, China"
463,463,2,Day felt too long.,2025-06-09,Rebecca Bernard,20,M,osimon@example.net,585,"Grantberg, Isle of Man"
464,464,5,Good conversation boosted my mood.,2025-06-11,Sally Harmon,21,M,vegakaren@example.net,320,"Elizabethchester, Bahamas"
465,465,5,Finally feel seen.,2025-06-12,Tina Brown,19,M,kingangela@example.org,695,"East Nathanielberg, Gambia"
466,466,4,Experiencing imposter syndrome.,2025-06-11,Sandra Robinson,45,Other,rhondamartinez@example.net,165,"Marshallshire, Singapore"
467,467,4,Having a creative burst!,2025-06-07,Donna Garcia DVM,48,F,zjohnson@example.net,903,"Johnsonview, Montserrat"
468,468,2,Felt really inspired.,2025-06-09,James Campbell,21,F,cmclaughlin@example.net,106,"Lake Ryanhaven, Equatorial Guinea"
469,469,4,Feel like I’m falling behind.,2025-06-11,Ryan Mitchell,39,Other,kleinlisa@example.net,698,"New Garrett, North Macedonia"
470,470,1,Joyful after catching up with an old friend.,2025-06-13,Andrea Warner,44,F,williamsimmons@example.org,122,"Port Michelleville, Cameroon"
471,471,1,Got closure today.,2025-06-09,Jessica Hall,40,Other,johnlindsey@example.com,508,"Foxmouth, Greece"
472,472,4,Craving human connection.,2025-06-06,Douglas Ford,69,F,lewismichael@example.com,398,"Wilkersontown, Svalbard & Jan Mayen Islands"
473,473,1,Regret being unkind earlier.,2025-06-07,Laura Bowman,46,M,ndelacruz@example.net,586,"West James, Iceland"
474,474,9,Having a creative burst!,2025-06-08,Benjamin Carlson,55,M,dgill@example.org,684,"Fosterborough, Northern Mariana Islands"
475,475,2,Regret being unkind earlier.,2025-06-15,Toni Larsen DVM,45,Other,smithdavid@example.org,582,"Port Amanda, Honduras"
476,476,2,Day felt too long.,2025-06-10,Erica Ali,61,F,robyn62@example.net,843,"Port Vanessa, Cambodia"
477,477,5,Feel like isolating myself.,2025-06-10,Steven Heath,56,Other,shannonfox@example.com,790,"South Micheal, Saint Vincent and the Grenadines"
478,478,5,Experienced pure joy in small things.,2025-06-10,Dr. Molly Carter DVM,52,F,smithmitchell@example.com,745,"Ayalaberg, Burundi"
479,479,1,Overstimulated from social interaction.,2025-06-14,Jonathan Miller,63,Other,christian28@example.com,779,"East Joycetown, Uganda"
480,480,2,Emotionally drained.,2025-06-14,Shannon Mcdaniel,48,Other,reyesgina@example.org,416,"Port Bonniemouth, Dominican Republic"
481,481,5,Felt disconnected in meetings.,2025-06-07,Jerome Walton,31,F,parkerjamie@example.net,272,"West Robin, Switzerland"
482,482,1,Reconnected with myself.,2025-06-12,Heidi Rogers,21,F,matkinson@example.com,763,"Hendersonfurt, Niue"
483,483,5,Felt really inspired.,2025-06-11,David Anderson,47,Other,berrymichelle@example.org,981,"West Jade, Mali"
484,484,9,"Too much screen time, feel drained.",2025-06-14,Linda Thompson,19,F,alyssa41@example.com,896,"Luisland, Syrian Arab Republic"
485,485,1,Calmer after meditation.,2025-06-06,Carrie Barber,45,F,jimmywilliams@example.net,284,"West Wendyville, Yemen"
486,486,5,"Missed meals, now moody.",2025-06-11,Tina Frost,22,M,campbellnicholas@example.com,917,"East Antonioton, Taiwan"
487,487,3,Distracted and confused.,2025-06-07,Tyler Brown,19,M,lisa11@example.org,863,"Port Jennamouth, North Macedonia"
488,488,2,Restless with no clear reason.,2025-06-11,Jose Dickerson II,23,F,radams@example.net,402,"East Benjamin, Somalia"
489,489,4,Feeling like giving up.,2025-06-14,Terry Thompson,52,F,padillageorge@example.org,162,"Garciastad, Swaziland"
490,490,10,Very sleepy all day.,2025-06-10,John Cooper,48,M,williamsjesse@example.com,606,"Lake Amy, Chile"
491,491,1,Really motivated today.,2025-06-11,Alison Lawrence,25,F,paula21@example.org,848,"Brianberg, Uruguay"
492,492,5,Regret being unkind earlier.,2025-06-09,David Young,25,F,matthewspencer@example.org,483,"West Troyfort, Australia"
493,493,3,Emotionally numb.,2025-06-15,Gregory Robbins,47,Other,katelynsolomon@example.net,563,"Brooksfurt, Saint Lucia"
494,494,4,Struggling to stay focused today.,2025-06-14,Willie Guerrero,32,F,amy30@example.com,20,"East Lydiamouth, Seychelles"
495,495,4,Felt supported by family today.,2025-06-06,John Nelson,29,Other,zwilson@example.net,102,"Sheilaville, Iran"
496,496,5,Feeling like giving up.,2025-06-06,Craig Watkins,43,Other,garciachristopher@example.com,8,"Ericmouth, Guam"
497,497,4,Feel like isolating myself.,2025-06-11,Tyler Rowe,38,Other,henryeric@example.org,947,"East Michaelport, Palau"
498,498,3,Grateful for small wins.,2025-06-09,Glen Long,69,F,fstevenson@example.net,710,"West Nancy, Bosnia and Herzegovina"
499,499,2,Eager for change.,2025-06-06,Patricia Brooks,36,F,sandra20@example.net,318,"Port Christopherchester, Bangladesh"
500,500,6,Feel supported by my friends.,2025-06-12,John Carter,40,Other,jose63@example.com,286,"Ellenside, Korea"
501,501,9,Feel like I’m falling behind.,2025-06-07,Ronald Stark,69,Other,hallvictor@example.org,58,"Lake Yvettetown, Bolivia"
502,502,9,Having a creative burst!,2025-06-12,Lindsey Flynn,18,F,heatherjohnson@example.net,846,"Smithborough, Angola"
503,503,2,Feeling unappreciated.,2025-06-06,Nicholas Smith,40,M,andrew36@example.org,195,"Ashleyton, Japan"
504,504,10,Need some alone time.,2025-06-13,Robert Braun,28,M,mooredarryl@example.com,863,"Port Jennamouth, North Macedonia"
505,505,8,Grateful for small wins.,2025-06-14,Danielle Boyd,20,F,tinajones@example.org,788,"New Stephenstad, Greece"
506,506,5,Feeling very connected to friends.,2025-06-13,Sarah Roberts,32,Other,james99@example.com,829,"South James, Hungary"
507,507,9,Surprisingly optimistic.,2025-06-14,Nicholas Watson,18,M,williamwalker@example.net,408,"Brownfort, Italy"
508,508,5,"Too much screen time, feel drained.",2025-06-12,Julie Taylor,30,M,cookjessica@example.com,700,"Port Michaeltown, Korea"
509,509,6,Feel like I’m falling behind.,2025-06-09,Allison Wright,42,F,jeffross@example.org,840,"New Louis, Christmas Island"
510,510,7,Having a balanced day emotionally.,2025-06-07,Mary Richardson,54,Other,ashleyshah@example.org,80,"Sarahville, Algeria"
511,511,5,Laughed till my stomach hurt.,2025-06-12,Timothy Blake,18,Other,katherinehanson@example.org,380,"West Kyleborough, Guyana"
512,512,1,Felt disconnected in meetings.,2025-06-15,Rachel Soto,37,Other,scox@example.org,642,"Kathleenville, Kenya"
513,513,6,Content with how the day went.,2025-06-12,Gloria Villa,23,M,jonesjustin@example.com,633,"Novakmouth, Guam"
514,514,6,Insecure about how I look today.,2025-06-07,Victoria Thompson,24,F,crystal87@example.net,653,"South Daniel, Nepal"
515,515,8,Anxious about upcoming tasks.,2025-06-06,Miguel Reese,43,F,paulabrown@example.com,306,"Boonechester, Bahamas"
516,516,7,Excited to start new projects.,2025-06-07,Mary Escobar,42,M,roberthoward@example.net,47,"East Carloston, Barbados"
517,517,2,Overwhelmed with deadlines.,2025-06-14,Brittany Galvan,70,F,blacktammy@example.com,434,"North Emilyfurt, Falkland Islands (Malvinas)"
518,518,8,Finally feel seen.,2025-06-07,Gene Howard,45,M,karen57@example.org,168,"Rogersfort, Montenegro"
519,519,2,Feeling nauseous and stressed.,2025-06-13,David Sheppard,28,F,thall@example.com,510,"Ericaview, Guam"
520,520,1,Mood improving slowly.,2025-06-11,Jamie Parker,47,M,johnsonbrian@example.com,374,"Mitchellberg, Moldova"
521,521,6,Feel excited but also scared.,2025-06-09,Richard Huff,43,F,taylorgarrett@example.net,999,"North Robert, Western Sahara"
522,522,8,Felt great after workout.,2025-06-10,Aaron Lawson Jr.,48,M,djackson@example.com,330,"Lake Cynthia, Bangladesh"
523,523,4,Very sleepy all day.,2025-06-08,Scott Montoya,32,F,jreynolds@example.org,178,"Johnville, Faroe Islands"
524,524,9,Love being productive!,2025-06-10,Tyler Frank,41,F,travis22@example.net,559,"New Charles, Samoa"
525,525,10,Emotionally numb.,2025-06-07,Taylor Cox,42,F,pshelton@example.com,2,"Lake Curtis, Czech Republic"
526,526,6,Feel supported by my friends.,2025-06-11,Ronnie Chambers,66,Other,cynthia73@example.net,238,"Juliefurt, Aruba"
527,527,6,Sick and a bit cranky.,2025-06-12,Dr. April Torres,66,F,phillipscharles@example.org,773,"Jessicaville, San Marino"
528,528,5,Light-hearted mood today.,2025-06-11,Lee Harris,56,M,kellerdeborah@example.org,895,"Harrisberg, Belgium"
529,529,8,Went on a nature walk—very soothing.,2025-06-15,Elizabeth Johnson,50,Other,frhodes@example.net,794,"Aaronfurt, Zambia"
530,530,6,"Panic attack earlier, now calming down.",2025-06-15,Rita Hamilton,68,M,saramiranda@example.com,378,"Lake Jacqueline, Suriname"
531,531,6,Laughing helped reduce stress.,2025-06-14,Darrell Travis,49,M,kathleen44@example.net,889,"Sheppardfort, Iceland"
532,532,3,Proud of what I achieved today.,2025-06-12,Mrs. Emily Potts,20,Other,mkelley@example.net,819,"East Rachelmouth, Angola"
533,533,4,Can’t stop worrying about the future.,2025-06-07,Johnny Martin,20,Other,coryedwards@example.org,331,"Lake Alyssafurt, Antarctica (the territory South of 60 deg S)"
534,534,2,Laughing a lot today.,2025-06-13,Jeremiah Henderson,61,M,cwilson@example.org,927,"Lake Glen, Lebanon"
535,535,4,Heavy-hearted.,2025-06-15,Caitlin Thomas,37,Other,nicole38@example.net,759,"Amyburgh, Italy"
536,536,6,Restless sleep last night.,2025-06-12,John Wood,60,F,reyesmichael@example.com,642,"Kathleenville, Kenya"
537,537,7,"Chatted with a mentor, feeling guided.",2025-06-10,Sara Hernandez,66,F,caseysamuel@example.com,902,"Bakerfort, Turkey"
538,538,1,Experienced pure joy in small things.,2025-06-12,Michael Turner,36,M,uhoward@example.com,507,"New Jared, Romania"
539,539,9,Having a balanced day emotionally.,2025-06-12,Mrs. Jeanne Dawson,38,M,zacharysanchez@example.org,949,"Yorkfort, French Polynesia"
540,540,2,Sick and a bit cranky.,2025-06-14,Sean Greer,32,Other,karen48@example.net,912,"Lewischester, Comoros"
541,541,5,"Had a cry, now feel lighter.",2025-06-10,Calvin Crosby,35,M,bridget19@example.org,37,"Natashaport, Bouvet Island (Bouvetoya)"
542,542,1,"Missed meals, now moody.",2025-06-09,Stephanie Chase,23,M,sarah08@example.org,655,"Scottchester, Spain"
543,543,5,Joyful after catching up with an old friend.,2025-06-14,Denise Wheeler,24,F,andersonheather@example.net,470,"Joneston, French Southern Territories"
544,544,6,Deep in thought.,2025-06-10,John Russell,20,Other,stacey99@example.com,420,"Johnsonborough, Saint Barthelemy"
545,545,6,Deep in thought.,2025-06-12,Michael Calderon,53,M,james98@example.net,487,"Angelaland, Congo"
546,546,4,Tired but happy.,2025-06-08,Douglas Ramsey,46,Other,wflores@example.net,820,"North Rebecca, Sudan"
547,547,4,"Watched a good movie, feeling relaxed.",2025-06-11,Nicholas Oneal,47,F,whitemichael@example.net,574,"East Williamport, Cuba"
548,548,6,Regret being unkind earlier.,2025-06-11,Jeremy Smith,19,Other,ksmith@example.com,894,"East Brad, Sri Lanka"
549,549,3,Deep in thought.,2025-06-11,Jacob Mann,55,Other,sean81@example.com,433,"Christinachester, Saint Lucia"
550,550,2,Letting go of guilt.,2025-06-13,Alexander Shelton,68,Other,dgardner@example.com,90,"Andersonport, Cameroon"
551,551,9,"Chatted with a mentor, feeling guided.",2025-06-09,Jeffrey Cooley,47,M,virginia17@example.org,326,"New Sarahview, Tanzania"
552,552,3,Feeling very connected to friends.,2025-06-07,Elaine Lewis,50,F,joshuasmith@example.net,442,"South April, Anguilla"
553,553,6,Grateful for small wins.,2025-06-09,Paul Lam,48,Other,brownjavier@example.com,190,"Joneston, Iran"
554,554,8,Feeling thankful and grateful.,2025-06-11,Thomas Jones,68,Other,frank76@example.com,189,"Wilsonland, Tokelau"
555,555,6,Love being productive!,2025-06-10,Victor Little,39,F,michael72@example.org,180,"East Javier, Mauritania"
556,556,6,Feeling impulsive and reckless.,2025-06-09,Brittany Davis,29,M,ayersdavid@example.org,609,"North Jasmine, Tajikistan"
557,557,1,Excited for the weekend!,2025-06-10,Jamie Evans,18,Other,millsdaniel@example.org,13,"Port Keith, Aruba"
558,558,2,Laughed till my stomach hurt.,2025-06-07,Jacqueline Madden,21,M,joshua55@example.net,615,"New Eduardoborough, Botswana"
559,559,2,Feeling like giving up.,2025-06-07,Frank Parker,35,F,miranda12@example.org,922,"Port Patricia, Guatemala"
560,560,7,Anxious about upcoming tasks.,2025-06-12,Tracy Ritter,34,F,sblevins@example.org,374,"Mitchellberg, Moldova"
561,561,10,Good conversation boosted my mood.,2025-06-06,Brianna Potter,50,Other,lori89@example.net,792,"East Adam, Senegal"
562,562,1,"Too much screen time, feel drained.",2025-06-11,Sabrina Garcia,38,Other,moorejoshua@example.com,338,"Roseport, Philippines"
563,563,2,Distracted and confused.,2025-06-15,Kyle Smith,19,Other,adam76@example.org,542,"Stephanieport, Sao Tome and Principe"
564,564,8,Lack of motivation lately.,2025-06-11,Hunter Mendoza,70,F,harrisjeffrey@example.org,938,"Erintown, Panama"
565,565,10,Letting go of guilt.,2025-06-13,Lisa Ingram,59,Other,tracy20@example.org,593,"Rochaborough, Saudi Arabia"
566,566,6,Mind feels heavy.,2025-06-13,Kyle Parks,54,M,sherrera@example.com,214,"Baileymouth, Bermuda"
567,567,2,Can’t stop worrying about the future.,2025-06-10,Aaron Morgan,43,F,christinelarson@example.net,927,"Lake Glen, Lebanon"
568,568,10,Feel mentally stronger today.,2025-06-11,Donna Barron,57,F,stephentorres@example.com,596,"Michaelfort, Gambia"
569,569,4,Dealing with some family stress.,2025-06-08,Andrea Copeland,28,F,ekemp@example.net,161,"Alexanderchester, Madagascar"
570,570,7,Calmer after meditation.,2025-06-12,Edward Moore,37,F,teresabarnett@example.net,697,"Hendersonfort, Morocco"
571,571,1,Chose rest over hustle.,2025-06-11,Laurie Gonzalez,68,Other,cgonzalez@example.net,776,"South Spencerstad, Niue"
572,572,4,Need some alone time.,2025-06-09,Brad Oneal,21,M,kristenfranklin@example.net,297,"West Kim, Trinidad and Tobago"
573,573,10,Having a creative burst!,2025-06-15,Hannah White,46,F,michael32@example.net,363,"Chaseland, Switzerland"
574,574,3,Today was a blur.,2025-06-12,Warren Parker,49,F,dvelasquez@example.com,320,"Elizabethchester, Bahamas"
575,575,6,Feel like isolating myself.,2025-06-10,Jasmine Russo,56,Other,whitelisa@example.net,106,"Lake Ryanhaven, Equatorial Guinea"
576,576,6,Emotionally numb.,2025-06-15,Rachael Lopez,51,Other,kellypowell@example.org,288,"Gilbertview, Syrian Arab Republic"
577,577,1,Feeling nauseous and stressed.,2025-06-13,Brandon Stewart,69,F,leejamie@example.org,373,"Cameronville, Somalia"
578,578,8,Eager for change.,2025-06-15,Jimmy Ward,28,M,uerickson@example.com,931,"Ericafurt, Lao People's Democratic Republic"
579,579,9,Finally feel seen.,2025-06-09,Jessica Moore,29,F,rwells@example.net,602,"South Ashley, Greenland"
580,580,5,Letting go of guilt.,2025-06-10,Emily Wilson,52,Other,ffreeman@example.net,640,"Lake Peter, North Macedonia"
581,581,1,Trying to reset mentally.,2025-06-08,Mr. Thomas Vazquez MD,25,M,debbie95@example.org,609,"North Jasmine, Tajikistan"
582,582,7,Need some alone time.,2025-06-13,Beverly Reynolds,44,M,mmolina@example.net,878,"Hernandezstad, Tajikistan"
583,583,9,Peaceful like never before.,2025-06-14,Kimberly Morris,63,Other,edoyle@example.com,353,"Port Michael, Brazil"
584,584,2,Experiencing imposter syndrome.,2025-06-12,Christine Lopez,40,F,stephen69@example.org,498,"West Markville, Lebanon"
585,585,6,Emotionally stable right now.,2025-06-13,Linda Fleming,29,M,elizabethanderson@example.net,401,"Port Jennifermouth, Venezuela"
586,586,8,Insecure about how I look today.,2025-06-07,Richard Thompson,20,F,jvaldez@example.net,405,"North Jonathanberg, United Kingdom"
587,587,9,Calmer after meditation.,2025-06-15,Heather Spencer,66,M,charlene96@example.org,491,"East Carrie, Saudi Arabia"
588,588,2,Experienced pure joy in small things.,2025-06-07,Janet Villegas,54,Other,frivera@example.org,20,"East Lydiamouth, Seychelles"
589,589,6,Grateful for small wins.,2025-06-14,Jacob Padilla,19,Other,bmendoza@example.net,575,"Barbaramouth, Djibouti"
590,590,7,Feeling unappreciated.,2025-06-07,Christopher Nelson,38,M,petersonchristina@example.net,896,"Luisland, Syrian Arab Republic"
591,591,4,Craving human connection.,2025-06-12,Johnathan Pierce,35,F,apeck@example.net,165,"Marshallshire, Singapore"
592,592,2,Nothing feels real.,2025-06-13,Robert Williams,49,M,growe@example.org,113,"West Justinchester, Iraq"
593,593,5,Struggling with loneliness.,2025-06-07,Kevin Sanders,47,F,tracey57@example.net,870,"West Andrewview, South Georgia and the South Sandwich Islands"
594,594,10,Felt disconnected in meetings.,2025-06-11,Emily Brown,61,Other,qmcneil@example.net,649,"Kevinfort, Burundi"
595,595,9,Restless sleep last night.,2025-06-08,Ashley Romero,44,Other,bmoreno@example.net,26,"Daviston, Malawi"
596,596,7,"Too much screen time, feel drained.",2025-06-15,Scott Mitchell,54,F,sierraallen@example.net,552,"North Mariahaven, Belarus"
597,597,2,Experienced pure joy in small things.,2025-06-07,Pamela Jefferson,31,Other,renee69@example.net,389,"Mckeeborough, Slovenia"
598,598,2,Social battery is low.,2025-06-15,Todd Welch,47,Other,chad22@example.net,72,"Sarahborough, Mali"
599,599,6,Today was a blur.,2025-06-11,Amanda Bell,62,F,warrenxavier@example.net,733,"Port Ericmouth, Andorra"
600,600,8,Went on a nature walk—very soothing.,2025-06-06,Thomas Larson,34,F,vanessa10@example.org,990,"Lauriemouth, French Guiana"
601,601,10,Feeling like giving up.,2025-06-07,Megan Weber,40,Other,coopercynthia@example.net,10,"Lindsaymouth, Netherlands"
602,602,6,Feeling like giving up.,2025-06-09,Denise Ballard,62,F,kevin22@example.org,493,"Stoneberg, Spain"
603,603,7,Sick and a bit cranky.,2025-06-12,Jeanette Thompson,27,M,austin80@example.org,56,"Whitemouth, Burundi"
604,604,5,Got closure today.,2025-06-12,Jessica Sullivan,23,Other,reedtracy@example.org,885,"Bakerview, Kazakhstan"
605,605,1,Mood fluctuated a lot today.,2025-06-08,Diane Cummings,54,F,nfoster@example.com,694,"West David, Belize"
606,606,4,Social battery is low.,2025-06-10,Michael Salas DDS,28,F,courtney12@example.net,691,"Michaelmouth, Brazil"
607,607,1,Heavy-hearted.,2025-06-14,Sean Elliott,53,M,alanwalker@example.org,574,"East Williamport, Cuba"
608,608,8,Hope is back.,2025-06-10,Clifford Bartlett,26,Other,williamsmichelle@example.com,905,"Williamsmouth, Puerto Rico"
609,609,9,Laughing a lot today.,2025-06-09,Patricia Krause,25,M,johnjohnson@example.net,348,"Collierstad, Chile"
610,610,6,Feel like isolating myself.,2025-06-12,Joseph Blanchard,54,F,henryvanessa@example.net,22,"Jasonfort, Turkey"
611,611,9,Excited for the weekend!,2025-06-14,Tyler Smith,25,M,jillzimmerman@example.net,27,"East Courtneychester, Tokelau"
612,612,9,"Panic attack earlier, now calming down.",2025-06-12,Norma Johnson,42,M,nmckee@example.org,248,"Lake Kevin, Kenya"
613,613,8,"Missed meals, now moody.",2025-06-15,Joseph Haynes,52,Other,barbara28@example.com,879,"Millerfort, Afghanistan"
614,614,8,Content with how the day went.,2025-06-10,Bonnie Nelson,26,M,cevans@example.org,469,"Timothyfurt, French Guiana"
615,615,3,Anxious about upcoming tasks.,2025-06-06,Melissa Rosario,18,Other,ashleypennington@example.com,503,"Hernandezbury, Niger"
616,616,6,Dealing with some family stress.,2025-06-06,Christine Wade,70,M,bhowell@example.com,687,"Port Monicaburgh, Morocco"
617,617,9,Feeling like giving up.,2025-06-15,Stephanie Sheppard,63,F,theresa45@example.net,333,"Kimberlyshire, Georgia"
618,618,9,Restless sleep last night.,2025-06-09,Sandra Owens,39,F,deckerdarrell@example.org,789,"Anneport, Cook Islands"
619,619,2,Dealing with some family stress.,2025-06-13,Breanna Mitchell,25,M,flowersnathaniel@example.org,745,"Ayalaberg, Burundi"
620,620,7,Having a creative burst!,2025-06-15,Kelly Martin,21,M,uscott@example.org,975,"East Heather, Lebanon"
621,621,9,Excited to start new projects.,2025-06-11,Clifford Hayden,59,M,dawn17@example.net,309,"Claudiashire, Brunei Darussalam"
622,622,4,Dealing with some family stress.,2025-06-12,Lisa Sanchez,63,M,qdavis@example.org,528,"Lake Audreyside, United States of America"
623,623,6,Feel supported by my friends.,2025-06-11,Haley Hardy,39,Other,kennedymatthew@example.org,442,"South April, Anguilla"
624,624,7,Lack of motivation lately.,2025-06-13,Isaiah Floyd,24,M,amyfigueroa@example.net,122,"Port Michelleville, Cameroon"
625,625,3,Trying not to overthink.,2025-06-14,Kristine Thompson,45,F,jamie31@example.org,592,"Lake David, Croatia"
626,626,8,Emotionally drained.,2025-06-12,Dennis Avila,59,F,sdavis@example.org,462,"Davidport, Congo"
627,627,1,Proud of what I achieved today.,2025-06-12,Elizabeth Kim,61,F,jonathan01@example.com,280,"South Angel, Botswana"
628,628,4,Trying to stay grounded.,2025-06-06,Heather Warner,54,Other,stevenmurphy@example.org,354,"East Curtis, Saint Lucia"
629,629,5,Need a digital detox.,2025-06-07,Teresa Novak,36,M,avilachristopher@example.com,307,"South Jennifermouth, Poland"
630,630,7,Emotionally numb.,2025-06-10,Megan Weber,42,F,lewisjeffrey@example.com,753,"Port Melanieport, Slovakia (Slovak Republic)"
631,631,7,Restless with no clear reason.,2025-06-14,Karen Lewis,47,M,monicagreen@example.com,289,"Jeffmouth, Antigua and Barbuda"
632,632,5,Excited to start new projects.,2025-06-14,Alicia Sexton,59,M,chad67@example.org,721,"Port Megan, Gibraltar"
633,633,3,"Got good news, feeling thrilled.",2025-06-10,Russell Taylor,40,Other,james81@example.com,680,"Deborahburgh, Angola"
634,634,4,Trying to stay grounded.,2025-06-14,Ashley Lopez,18,F,michaelbrock@example.net,128,"Lake Michelle, Kiribati"
635,635,6,Anxious about upcoming tasks.,2025-06-09,Linda Wagner,41,M,caitlin99@example.org,847,"West Jennifer, Sri Lanka"
636,636,9,Smiling for no reason.,2025-06-12,Kevin Alvarez,60,Other,durhamamy@example.org,37,"Natashaport, Bouvet Island (Bouvetoya)"
637,637,8,Feel excited but also scared.,2025-06-07,Tom Richardson,44,F,felicia54@example.net,297,"West Kim, Trinidad and Tobago"
638,638,4,Struggling to stay focused today.,2025-06-15,Philip Sanchez,26,Other,tanderson@example.org,160,"Stanleyland, Guatemala"
639,639,9,Smiling for no reason.,2025-06-09,Melissa Martin,64,F,susanlewis@example.org,622,"Brucemouth, Belize"
640,640,3,Struggling to stay focused today.,2025-06-09,Lisa Miller,32,Other,lfrye@example.com,531,"Nancytown, Colombia"
641,641,1,Panic subsided after deep breathing.,2025-06-06,Angela Campos,23,Other,jennifergreen@example.org,105,"South Rachelborough, Jordan"
642,642,3,Really motivated today.,2025-06-08,Amanda Martinez,56,M,robertayala@example.org,623,"New Samanthabury, Mongolia"
643,643,7,Felt really inspired.,2025-06-06,Teresa Villarreal,21,M,dmartinez@example.net,850,"Susanstad, Malta"
644,644,2,Mood fluctuated a lot today.,2025-06-11,Laura Bautista,59,Other,paulanderson@example.org,541,"Patrickmouth, Albania"
645,645,3,Mood improving slowly.,2025-06-15,Sydney Rowe,20,Other,pamela93@example.com,323,"East Diane, Madagascar"
646,646,7,Feeling impulsive and reckless.,2025-06-06,Melissa Charles,51,F,matthew16@example.com,977,"Cindyberg, Panama"
647,647,5,Feel excited but also scared.,2025-06-10,Raymond Hudson,44,F,tracynielsen@example.org,655,"Scottchester, Spain"
648,648,1,Irritated by minor things.,2025-06-10,Stephanie Molina,51,F,ekeller@example.com,222,"West Samuel, Ethiopia"
649,649,5,Feel like isolating myself.,2025-06-13,Manuel Stewart,46,Other,kurtanderson@example.org,110,"Terryside, Greece"
650,650,9,"Panic attack earlier, now calming down.",2025-06-06,Jenna Goodman,68,Other,jacquelinegross@example.org,364,"Fordside, Nicaragua"
651,651,3,Joyful after catching up with an old friend.,2025-06-07,Deborah Rogers,57,M,richard25@example.org,214,"Baileymouth, Bermuda"
