diet_id,user_id,meal_type,food_items,calories_intake,meal_date,name,age,gender,email,region_id,region_name
332,332,Breakfast,"Butter Naan, Quesadilla, Mutton Rogan Josh, Lassi, Scrambled Egg",697,2025-06-14,Stephanie Williams,38,M,jennifer70@example.net,626,"East Sarahmouth, Palestinian Territory"
333,333,Lunch,"Spaghetti Bolognese, Pad Thai",516,2025-06-15,Amanda Jones,68,F,christopherosborne@example.com,148,"Kingland, Fiji"
334,334,Breakfast,"Muesli, French Fries",641,2025-05-19,Calvin Griffin,23,Other,elizabeth04@example.com,625,"Rachelshire, Poland"
335,335,Breakfast,"Porridge, Bibimbap, Chicken Curry, Greek Salad, Beef Steak",752,2025-06-03,Kevin Jones,32,M,frazierjennifer@example.net,686,"Karenland, Costa Rica"
336,336,Dinner,"Smoothie Bowl, Muesli",888,2025-05-27,Mark Johnson,66,F,michaelparker@example.org,675,"West Robertland, Liberia"
337,337,Snack,"Coffee, Porridge, Green Curry",642,2025-05-20,James Wilson,46,Other,daniel37@example.net,348,"Collierstad, Chile"
338,338,Dinner,"Tacos, Greek Salad, Vada, Cereal, Mac and Cheese",848,2025-06-13,Carly Hunter,51,F,catherinehuerta@example.org,250,"Ryanbury, Guinea-Bissau"
339,339,Snack,"Coffee, Upma, Caesar Salad, Yogurt, Mac and Cheese",1172,2025-05-19,Kristin Wang,61,M,lindseymiller@example.net,832,"Coopershire, Lesotho"
340,340,Lunch,"Spring Rolls, Boiled Egg, Upma, Tempura, Chicken Wrap",283,2025-06-01,Timothy Wilson,65,Other,elizabeth33@example.com,4,"East William, Bermuda"
341,341,Breakfast,"Protein Shake, Lamb Chops, Pizza, Ramen, Idli",553,2025-05-23,Kimberly Knox,37,F,adam28@example.net,871,"North Matthewfurt, Zambia"
342,342,Dinner,"Kadhi Pakora, Grilled Chicken, Dal Tadka, Pho",626,2025-06-03,Sherry Perez,48,M,juanjohnson@example.net,652,"Lake Colleen, El Salvador"
343,343,Snack,"Omelette, Coffee, Tandoori Chicken, Tempura",768,2025-05-23,Justin Maldonado,33,F,carpenterjohn@example.com,983,"Lake Sarah, United States Minor Outlying Islands"
344,344,Breakfast,"Biryani, Omelette, Green Curry",841,2025-06-11,Alicia Wilson,19,Other,ryan12@example.net,535,"Lake Stephen, Greenland"
345,345,Dinner,"Green Tea, French Fries, Caesar Salad, Green Curry, Milkshake",664,2025-05-30,Clifford Johnson,38,M,rittertyler@example.com,996,"Vaughnfort, Faroe Islands"
346,346,Snack,"Hakka Noodles, Poha",908,2025-05-23,Timothy Smith,45,M,pramos@example.com,400,"West Jeffreymouth, Hungary"
347,347,Dinner,"Lemon Rice, Fruit Salad, Scrambled Egg",696,2025-06-10,Alexis Keller,40,F,jeanmassey@example.com,366,"West Cassidy, Pakistan"
348,348,Dinner,"Lassi, Hot Dog, Fruit Salad, Spaghetti Bolognese",1014,2025-05-21,Katrina Nguyen,37,Other,markturner@example.org,533,"Smallberg, Malta"
349,349,Dinner,"Pad Thai, Pav Bhaji, Omelette, Hot Dog, Pizza",575,2025-06-08,Michael Phelps,31,M,jonesrobert@example.org,681,"New Greg, Venezuela"
350,350,Snack,"Pav Bhaji, Muesli, Lassi, Omelette, Upma",671,2025-05-24,Alexis Neal,56,Other,kjohnson@example.net,828,"Brownview, Isle of Man"
351,351,Breakfast,"Milkshake, Porridge, Dal Tadka, French Fries, Pho",200,2025-06-11,Amy Wilson,60,Other,juliesmith@example.org,476,"Wrightville, Ethiopia"
352,352,Snack,"Chole Bhature, Porridge, Scrambled Egg, Lassi, Dal Tadka",356,2025-05-24,David Baker,21,F,matthew78@example.net,138,"Smithstad, Hong Kong"
353,353,Lunch,"Spring Rolls, Tom Yum Soup, Tandoori Chicken, Chole Bhature, Protein Shake",188,2025-06-05,Courtney Ross,66,Other,dortiz@example.net,574,"East Williamport, Cuba"
354,354,Breakfast,"Ramen, Lemon Rice, Cereal, Pasta Alfredo, Burger",713,2025-06-06,Lisa Hayes,28,Other,paulsantiago@example.com,31,"Danielchester, Seychelles"
355,355,Dinner,"Dal Tadka, Beef Steak, Biryani, Palak Paneer, Fruit Salad",537,2025-06-01,Brian Scott,45,M,brittany00@example.net,635,"West Angela, Liechtenstein"
356,356,Snack,"Idli, Milkshake",757,2025-06-12,Mark Bowman,50,F,michael37@example.com,983,"Lake Sarah, United States Minor Outlying Islands"
357,357,Lunch,"Coffee, Pizza, Nachos",953,2025-06-02,Anna Kidd,53,M,robertferrell@example.net,344,"Charleston, Denmark"
358,358,Breakfast,"Grilled Chicken, Buttermilk",1053,2025-05-24,Thomas Jackson,58,Other,benjaminwright@example.net,53,"Lake Deniseville, Lao People's Democratic Republic"
359,359,Breakfast,"Chole Bhature, Pad Thai, Kadhi Pakora, Mutton Rogan Josh",1040,2025-06-01,Jennifer Pacheco,33,Other,mlambert@example.net,360,"Laurashire, Norfolk Island"
360,360,Lunch,"Green Tea, Fish and Chips, Lemon Rice, Dal Tadka",1053,2025-06-06,Krista Odom,23,Other,richardsonvictor@example.net,411,"Johnchester, Nicaragua"
361,361,Breakfast,"French Fries, Burrito, Mac and Cheese, Lassi, Nachos",828,2025-05-29,William Gentry,37,F,davidsmith@example.com,982,"North Amy, French Polynesia"
362,362,Snack,"Upma, Coffee",745,2025-06-01,Scott Mitchell,61,M,cwilliams@example.org,258,"Vaughnmouth, French Southern Territories"
363,363,Dinner,"Green Curry, Lassi, Idli",768,2025-05-19,Christina Riggs,62,Other,jenniferward@example.net,990,"Lauriemouth, French Guiana"
364,364,Lunch,"Sambar Rice, Muesli, Dal Tadka, Scrambled Egg",1109,2025-05-24,Joshua Morris,19,M,alicia20@example.com,259,"Jamesfurt, Tanzania"
365,365,Snack,"Chicken Curry, Smoothie Bowl, Pho, Butter Naan",586,2025-06-09,Elizabeth Marshall,25,M,tyler12@example.net,877,"North Philipside, Dominica"
366,366,Lunch,"Fruit Salad, Pizza",918,2025-05-27,Michael Taylor,30,M,wardjoseph@example.org,656,"West Malik, Suriname"
367,367,Breakfast,"Idli, Palak Paneer, Aloo Paratha, Tempura",248,2025-05-22,Troy Price,50,Other,christopher39@example.org,438,"Lake Shannon, Antigua and Barbuda"
368,368,Dinner,"Pav Bhaji, Veg Sandwich, Boiled Egg",948,2025-06-09,Dorothy Clark,22,F,gordonderek@example.org,863,"Port Jennamouth, North Macedonia"
369,369,Snack,"Buttermilk, Tandoori Chicken, Bibimbap",638,2025-05-17,Matthew Stokes,33,M,thorton@example.net,970,"North Michael, Namibia"
370,370,Snack,"Sushi, Sambar Rice, Omelette",488,2025-05-18,Kenneth Hampton,56,M,brian97@example.org,942,"Knoxstad, Cyprus"
371,371,Lunch,"Buttermilk, Aloo Paratha, Spring Rolls",978,2025-05-18,Cheyenne Phillips,64,M,jonathan98@example.org,624,"Nelsonland, Croatia"
372,372,Breakfast,"Rajma Chawal, Grilled Chicken, Palak Paneer, Quesadilla",1166,2025-05-22,Emily Martin,44,Other,qharris@example.com,387,"Karenmouth, Kenya"
373,373,Lunch,"Fried Rice, Burrito",572,2025-05-18,Travis Morris,66,Other,jennifer52@example.net,632,"South Jesseland, Austria"
374,374,Dinner,"Boiled Egg, Dal Tadka, Milkshake, Pad Thai",692,2025-05-25,Benjamin Carter,30,F,matthew24@example.org,761,"North Joseton, Andorra"
375,375,Lunch,"Quesadilla, Pizza, Hakka Noodles, Idli, Lassi",432,2025-05-25,Matthew Shelton,18,F,kim81@example.org,805,"East Kimberly, Western Sahara"
376,376,Breakfast,"Green Curry, Smoothie Bowl, Fried Rice",904,2025-06-13,Cathy Odonnell,34,M,hardynicholas@example.net,888,"New Bruce, Saudi Arabia"
377,377,Dinner,"Green Tea, Cereal, Quesadilla, Bibimbap, Tom Yum Soup",578,2025-05-24,Jennifer Wilson,20,F,simmonscaitlin@example.org,402,"East Benjamin, Somalia"
378,378,Lunch,"Idli, Fruit Salad, Kadhi Pakora, Mac and Cheese",1014,2025-06-03,Stephen Quinn,38,M,zmurray@example.net,39,"Cabreraside, Belize"
379,379,Breakfast,"Pav Bhaji, Pasta Alfredo",601,2025-05-25,Rhonda Roberts,23,F,vroberts@example.com,286,"Ellenside, Korea"
380,380,Dinner,"Lamb Chops, Biryani, Cereal",820,2025-06-07,Taylor Smith,27,M,herrerarenee@example.net,297,"West Kim, Trinidad and Tobago"
381,381,Snack,"Green Tea, Pho, Spring Rolls, French Fries",441,2025-05-20,Alan Stokes,38,F,lisaferrell@example.net,440,"New Michael, Montserrat"
382,382,Breakfast,"Tacos, Green Curry",1191,2025-05-27,Hannah Riley,27,M,elliottbeth@example.net,298,"West Micheleberg, Solomon Islands"
383,383,Lunch,"Pizza, Tandoori Chicken",139,2025-05-21,Jessica Hunter,22,Other,jason97@example.org,848,"Brianberg, Uruguay"
384,384,Snack,"Manchurian, Ramen",1056,2025-05-26,Jordan Henry,60,F,lopezcharles@example.com,944,"Connorberg, Cocos (Keeling) Islands"
385,385,Dinner,"Tandoori Chicken, Burger",230,2025-05-24,George Watson,35,M,jeffrey94@example.org,778,"West Kerri, Heard Island and McDonald Islands"
386,386,Lunch,"Burger, Milkshake",942,2025-05-30,Peter Gregory,60,M,beandustin@example.com,76,"New Jasonview, Bolivia"
387,387,Snack,"Fried Rice, Dal Tadka, Palak Paneer, Tandoori Chicken, Spaghetti Bolognese",781,2025-06-14,Nancy Jones,62,M,lwalton@example.com,140,"South Jeffrey, Mauritania"
388,388,Dinner,"Lemon Rice, Fruit Salad, Kadhi Pakora",1091,2025-05-17,Roger Hardy,68,Other,lnewton@example.com,260,"Rodriguezfurt, Timor-Leste"
389,389,Lunch,"Rajma Chawal, Chole Bhature, Upma",984,2025-05-23,Robert Cox,43,F,tstevens@example.net,188,"North Johnny, Guam"
390,390,Breakfast,"Lassi, Porridge, Omelette, Hot Dog, Milkshake",175,2025-06-04,Jessica Smith,46,F,rjones@example.org,217,"South Christopherview, Suriname"
391,391,Snack,"Lamb Chops, Kadhi Pakora, Butter Naan, Yogurt",260,2025-06-11,Brian Lara,21,F,williamschristopher@example.com,672,"North Jonathanhaven, Botswana"
392,392,Breakfast,"Porridge, Omelette, French Fries, Protein Shake",348,2025-05-28,Angela Williams,26,F,jamie57@example.net,881,"Anthonyport, Belgium"
393,393,Snack,"French Fries, Buttermilk, Beef Steak, Veg Sandwich",446,2025-05-27,William Ayala,58,M,patriciahorn@example.net,786,"Jonesmouth, Aruba"
394,394,Lunch,"Buttermilk, Pizza",169,2025-05-26,Melanie Hunter,27,Other,todddanielle@example.org,118,"Jeffreyborough, Peru"
395,395,Breakfast,"Burrito, Green Tea",357,2025-05-28,Clarence Jackson,21,F,baileyashley@example.org,831,"South Kimberlystad, Mayotte"
396,396,Breakfast,"Burrito, Muesli, Pav Bhaji, Butter Naan, Idli",1038,2025-06-02,Eduardo Logan,57,Other,nscott@example.net,198,"North Ricky, Belarus"
397,397,Breakfast,"Upma, Rajma Chawal",292,2025-06-09,Gregg Brown,23,Other,psmith@example.com,232,"West Jessicashire, Ethiopia"
398,398,Snack,"Sushi, Grilled Chicken",833,2025-05-17,Kimberly Nelson,35,F,wilsondamon@example.net,412,"New Theresaland, Colombia"
399,399,Snack,"Green Tea, Boiled Egg, Greek Salad",600,2025-05-22,Ryan Lee,48,Other,jefferybenitez@example.org,963,"Larryville, Czech Republic"
400,400,Dinner,"Aloo Paratha, Tacos, Scrambled Egg, Pav Bhaji",196,2025-05-23,Crystal Fleming,29,F,kreynolds@example.org,799,"New Codyberg, Kuwait"
401,401,Dinner,"Mac and Cheese, Beef Steak, Burrito, Aloo Paratha",811,2025-06-04,Jonathan Dougherty,33,M,martinrebecca@example.net,66,"Brianshire, San Marino"
402,402,Snack,"Chole Bhature, Sushi, Burrito, Manchurian",272,2025-06-08,Tammy Bennett DVM,40,Other,garciatyler@example.net,188,"North Johnny, Guam"
403,403,Breakfast,"Lemon Rice, Porridge, Poha",265,2025-05-19,Bethany Gomez,62,F,phillipsmatthew@example.org,491,"East Carrie, Saudi Arabia"
404,404,Lunch,"Scrambled Egg, Chicken Wrap, Pasta Alfredo",810,2025-05-17,Theresa Castro,39,M,hsheppard@example.net,254,"South Dana, Cambodia"
405,405,Snack,"Masala Dosa, Coffee, Burger",1161,2025-05-20,Kara Pierce,70,Other,murphymichael@example.com,251,"Knightburgh, Marshall Islands"
406,406,Breakfast,"Pav Bhaji, Chole Bhature, Burger, Greek Salad, Pad Thai",819,2025-05-30,Daniel Merritt PhD,65,M,seanjackson@example.org,986,"Port Williamville, Canada"
407,407,Breakfast,"Veg Sandwich, Omelette, Smoothie Bowl, Yogurt, Cereal",1072,2025-06-06,Dana Hayes,69,F,qparker@example.org,434,"North Emilyfurt, Falkland Islands (Malvinas)"
408,408,Snack,"Nachos, Tom Yum Soup, Burger, Hot Dog, Pad Thai",1057,2025-06-15,David Payne,48,M,carrollkristin@example.org,348,"Collierstad, Chile"
409,409,Breakfast,"Nachos, Aloo Paratha, Hakka Noodles, Ramen",602,2025-05-28,Scott Cook,65,M,donna62@example.org,880,"North Jamieport, Cook Islands"
410,410,Breakfast,"Smoothie Bowl, Pav Bhaji, Bibimbap, Green Curry, Tandoori Chicken",974,2025-05-29,Jeffery Turner,24,F,jill67@example.net,377,"Schneidermouth, Georgia"
411,411,Breakfast,"Hot Dog, Lamb Chops, Cereal, Scrambled Egg",958,2025-06-12,Angela Ryan,26,M,carterjacob@example.org,741,"Lake Matthewville, Algeria"
412,412,Dinner,"Pho, Milkshake, Pasta Alfredo, Idli",1034,2025-06-09,Brandi Hubbard,50,Other,rachelgreen@example.com,678,"South Jennifermouth, Lebanon"
413,413,Lunch,"Green Tea, Sushi",190,2025-06-13,Brittany Wilson DDS,60,Other,mschmidt@example.net,666,"Mccormickland, Saint Barthelemy"
414,414,Lunch,"Pav Bhaji, Paneer Butter Masala, Caesar Salad, Greek Salad, Porridge",130,2025-05-24,Brandon Knapp PhD,50,Other,trevorwallace@example.net,673,"South Neil, San Marino"
415,415,Dinner,"Pav Bhaji, Chole Bhature, Butter Naan",1199,2025-06-07,Brian Bennett,52,M,gmurphy@example.net,5,"Lake Debra, Anguilla"
416,416,Lunch,"Cereal, Spaghetti Bolognese",318,2025-06-10,Jessica Dawson,58,M,hharvey@example.com,633,"Novakmouth, Guam"
417,417,Snack,"Chicken Wrap, Buttermilk, Hot Dog, Milkshake, Spring Rolls",686,2025-05-25,Melinda Hartman,51,F,trankevin@example.net,193,"Port Alexandra, New Caledonia"
418,418,Lunch,"Grilled Chicken, Lemon Rice, Pizza, Kadhi Pakora, Mutton Rogan Josh",384,2025-05-24,Jessica Good,63,F,rachelgarcia@example.net,345,"South Samanthamouth, Jordan"
419,419,Snack,"Green Curry, Upma, Omelette",534,2025-06-13,Henry Rojas,68,F,susan61@example.com,242,"North Terrance, Ireland"
420,420,Snack,"Cereal, Hakka Noodles, Vada",885,2025-05-23,Allison Thompson,61,Other,mprice@example.com,746,"North Alyssa, Norway"
421,421,Dinner,"Buttermilk, Masala Dosa, Nachos, Sushi, Tandoori Chicken",1052,2025-05-26,Michael Lopez,28,F,ymorales@example.com,625,"Rachelshire, Poland"
422,422,Snack,"French Fries, Spring Rolls, Lemon Rice",569,2025-05-20,Robert Michael,46,Other,danielthomas@example.org,337,"West Russellport, Saudi Arabia"
423,423,Breakfast,"Masala Dosa, Burger, Pasta Alfredo",1065,2025-06-12,Jean Woods,37,Other,irussell@example.net,375,"New Elizabethstad, Grenada"
424,424,Dinner,"Mac and Cheese, Omelette",233,2025-06-04,Edward Castro,34,F,johnrobinson@example.com,620,"Grayside, Bermuda"
425,425,Dinner,"French Fries, Lemon Rice, Upma",650,2025-05-24,Dawn Mitchell,50,Other,slara@example.net,970,"North Michael, Namibia"
426,426,Breakfast,"Fried Rice, Paneer Butter Masala, Upma",139,2025-05-30,Melissa Griffin,33,Other,collinswilliam@example.net,99,"Loribury, Guernsey"
427,427,Snack,"Chicken Wrap, Hot Dog, Ramen, Kadhi Pakora, Poha",420,2025-05-30,Anthony Ray,24,M,monique69@example.net,467,"Port Ashley, Estonia"
428,428,Dinner,"Pasta Alfredo, Dal Tadka",956,2025-05-17,Sarah Rivera,41,Other,qboone@example.org,300,"East Alexisbury, Panama"
429,429,Breakfast,"Tom Yum Soup, Yogurt, Muesli, Palak Paneer",1050,2025-06-08,Marie Campbell,30,Other,angelaanderson@example.com,192,"East Davidchester, Gabon"
430,430,Snack,"Caesar Salad, Lemon Rice",1166,2025-05-19,Cristian Johnson,54,Other,christina24@example.org,702,"Ortizfort, Monaco"
431,431,Breakfast,"Nachos, Sambar Rice, Burger, Mac and Cheese, Butter Naan",1110,2025-05-28,Sean Kim,65,F,christopherfrench@example.com,302,"Lake Robert, Austria"
432,432,Dinner,"Scrambled Egg, Green Tea",1042,2025-06-08,Dawn May,20,Other,terrycarol@example.com,642,"Kathleenville, Kenya"
433,433,Dinner,"Tempura, Veg Sandwich, Scrambled Egg",752,2025-05-25,Stacey Mccoy,32,M,hernandezchristopher@example.org,557,"New Stevenport, Korea"
434,434,Lunch,"Green Tea, Sushi",432,2025-06-08,Marilyn Chapman,62,M,urowland@example.com,575,"Barbaramouth, Djibouti"
435,435,Lunch,"Pizza, Idli, Porridge, Butter Naan, Hakka Noodles",1190,2025-06-13,Laura Taylor MD,37,F,nancyjoseph@example.org,921,"Matthewsstad, Christmas Island"
436,436,Lunch,"Pad Thai, Upma, Sushi",746,2025-06-07,Heather Boone,64,Other,hubbardlisa@example.org,163,"Zimmermanchester, North Macedonia"
437,437,Dinner,"Tacos, Paneer Butter Masala, Mac and Cheese, Bibimbap",184,2025-05-29,Sydney Patel,55,M,michaelchen@example.com,360,"Laurashire, Norfolk Island"
438,438,Dinner,"Veg Sandwich, Bibimbap, Scrambled Egg",553,2025-06-13,Shannon Choi,54,Other,jasonlarson@example.com,176,"Transtad, Heard Island and McDonald Islands"
439,439,Dinner,"Pizza, Chicken Curry, Boiled Egg",113,2025-05-26,Briana Li,26,F,wallacedaniel@example.net,533,"Smallberg, Malta"
440,440,Snack,"Green Tea, Chole Bhature, Pad Thai, Yogurt, Nachos",1102,2025-06-15,Charles Reyes,54,M,pzamora@example.com,997,"Banksburgh, South Georgia and the South Sandwich Islands"
441,441,Breakfast,"Pav Bhaji, Muesli, Nachos",1190,2025-06-04,Ronald Sanchez,59,Other,bmorales@example.net,713,"Michellechester, Sudan"
442,442,Snack,"Pasta Alfredo, Muesli, Tandoori Chicken, Bibimbap, Burrito",689,2025-06-02,Curtis Ward,41,Other,rodriguezmichael@example.org,775,"West Jennifershire, Malta"
443,443,Breakfast,"Lamb Chops, Milkshake, Rajma Chawal, Coffee, Tandoori Chicken",983,2025-06-12,Heather White,25,Other,yneal@example.net,383,"Lake Matthewberg, Madagascar"
444,444,Breakfast,"Hot Dog, Lemon Rice, Manchurian, Ramen, Fish and Chips",290,2025-05-20,William Wagner,35,Other,marshalljoseph@example.org,321,"Parrishton, Guinea"
445,445,Lunch,"Rajma Chawal, Masala Dosa, Milkshake",439,2025-05-25,Scott Page,18,F,barbara32@example.net,330,"Lake Cynthia, Bangladesh"
446,446,Dinner,"Milkshake, Coffee",941,2025-06-09,James Davis,20,M,walkerronnie@example.net,865,"Kristintown, Guernsey"
447,447,Lunch,"Butter Naan, Cereal, Aloo Paratha, Sambar Rice",319,2025-05-19,Rachel Murphy,31,Other,toddloretta@example.com,296,"New Jason, Micronesia"
448,448,Breakfast,"Lemon Rice, Palak Paneer, Green Tea, Scrambled Egg",758,2025-06-13,Nicole Morgan,20,Other,cabreralaura@example.org,800,"Jonesshire, Northern Mariana Islands"
449,449,Breakfast,"Tempura, Yogurt, Scrambled Egg",593,2025-05-30,Danielle Andersen,60,Other,millerkyle@example.net,754,"Lake Peter, Costa Rica"
450,450,Snack,"Smoothie Bowl, Spaghetti Bolognese, Bibimbap, Chole Bhature, Sambar Rice",189,2025-05-31,Jessica Campbell,63,M,miguel91@example.org,183,"West Harry, French Polynesia"
451,451,Lunch,"Lassi, Yogurt, Omelette, Veg Sandwich, Lemon Rice",827,2025-06-15,Curtis Brooks,34,M,vgriffin@example.net,81,"West Darrell, Wallis and Futuna"
452,452,Dinner,"Bibimbap, French Fries, Biryani",169,2025-05-19,Jeanne Heath,36,F,bmarquez@example.com,716,"West Tiffany, Nepal"
453,453,Breakfast,"Milkshake, Pho, Grilled Chicken",595,2025-05-17,Tanya Roberts,28,Other,stevenfrost@example.org,574,"East Williamport, Cuba"
454,454,Breakfast,"Pav Bhaji, Coffee",347,2025-06-02,William Daniels,36,Other,stephanie42@example.com,205,"Scottmouth, Uruguay"
455,455,Dinner,"Idli, Fruit Salad, Mutton Rogan Josh",598,2025-06-05,Annette Morris,40,F,tpace@example.net,19,"Lake Mark, Faroe Islands"
456,456,Lunch,"Milkshake, Fried Rice, Mac and Cheese",988,2025-06-11,Eric Goodwin,20,F,stricklandcassandra@example.org,761,"North Joseton, Andorra"
457,457,Dinner,"Smoothie Bowl, Ramen, Tacos",1166,2025-05-22,Dennis Neal,20,Other,elizabethmorgan@example.com,757,"New Pamelatown, Northern Mariana Islands"
458,458,Snack,"Chicken Curry, Butter Naan, Hakka Noodles, Buttermilk",139,2025-06-12,Hannah Abbott,38,M,millerjason@example.org,86,"Kellieview, Afghanistan"
459,459,Lunch,"Chole Bhature, Lamb Chops, Pizza, Omelette",1051,2025-06-05,Michele Garcia,54,Other,barrettkelly@example.org,811,"Lake Johnstad, Cameroon"
460,460,Snack,"Cereal, Pizza, Mutton Rogan Josh",622,2025-06-03,Robert Allen,67,M,derrick26@example.net,855,"Jeffreyshire, Puerto Rico"
461,461,Lunch,"Greek Salad, Fish and Chips, Lamb Chops, Poha, Chicken Wrap",674,2025-05-17,Amy Williams,27,F,smithsean@example.com,104,"New Ryanmouth, Argentina"
462,462,Snack,"Fruit Salad, Spring Rolls",834,2025-06-09,Theresa Garcia MD,39,M,martin87@example.net,343,"South Amanda, China"
463,463,Breakfast,"Palak Paneer, Greek Salad, Burger, Tacos",411,2025-05-23,Rebecca Bernard,20,M,osimon@example.net,585,"Grantberg, Isle of Man"
464,464,Dinner,"Dal Tadka, Tandoori Chicken, Fruit Salad",605,2025-06-06,Sally Harmon,21,M,vegakaren@example.net,320,"Elizabethchester, Bahamas"
465,465,Dinner,"Porridge, Lamb Chops, Mac and Cheese",810,2025-06-15,Tina Brown,19,M,kingangela@example.org,695,"East Nathanielberg, Gambia"
466,466,Snack,"Butter Naan, Beef Steak, Burger",555,2025-05-17,Sandra Robinson,45,Other,rhondamartinez@example.net,165,"Marshallshire, Singapore"
467,467,Dinner,"Porridge, Bibimbap, Protein Shake, Omelette",906,2025-05-29,Donna Garcia DVM,48,F,zjohnson@example.net,903,"Johnsonview, Montserrat"
468,468,Dinner,"Grilled Chicken, Pho, Veg Sandwich, Mutton Rogan Josh, Palak Paneer",354,2025-06-14,James Campbell,21,F,cmclaughlin@example.net,106,"Lake Ryanhaven, Equatorial Guinea"
469,469,Snack,"Nachos, Tacos, Fish and Chips, Sushi, Palak Paneer",505,2025-05-25,Ryan Mitchell,39,Other,kleinlisa@example.net,698,"New Garrett, North Macedonia"
470,470,Snack,"Buttermilk, Beef Steak, Dal Tadka, Pasta Alfredo",1068,2025-06-11,Andrea Warner,44,F,williamsimmons@example.org,122,"Port Michelleville, Cameroon"
471,471,Breakfast,"Rajma Chawal, Pizza, Tandoori Chicken, Upma, Lamb Chops",110,2025-06-10,Jessica Hall,40,Other,johnlindsey@example.com,508,"Foxmouth, Greece"
472,472,Snack,"Lassi, Mac and Cheese, Porridge",135,2025-06-06,Douglas Ford,69,F,lewismichael@example.com,398,"Wilkersontown, Svalbard & Jan Mayen Islands"
473,473,Breakfast,"Caesar Salad, Bibimbap, Palak Paneer",1158,2025-06-15,Laura Bowman,46,M,ndelacruz@example.net,586,"West James, Iceland"
474,474,Lunch,"Green Tea, Chole Bhature",317,2025-06-07,Benjamin Carlson,55,M,dgill@example.org,684,"Fosterborough, Northern Mariana Islands"
475,475,Lunch,"Pad Thai, Tandoori Chicken, Muesli, Yogurt",513,2025-05-20,Toni Larsen DVM,45,Other,smithdavid@example.org,582,"Port Amanda, Honduras"
476,476,Lunch,"Pad Thai, Bibimbap",547,2025-06-11,Erica Ali,61,F,robyn62@example.net,843,"Port Vanessa, Cambodia"
477,477,Dinner,"Mac and Cheese, Kadhi Pakora, Omelette, Pizza, Fruit Salad",446,2025-06-08,Steven Heath,56,Other,shannonfox@example.com,790,"South Micheal, Saint Vincent and the Grenadines"
478,478,Snack,"Pizza, Greek Salad, Burrito",1093,2025-05-28,Dr. Molly Carter DVM,52,F,smithmitchell@example.com,745,"Ayalaberg, Burundi"
479,479,Breakfast,"Beef Steak, Butter Naan, Pizza, Tacos, Nachos",350,2025-05-19,Jonathan Miller,63,Other,christian28@example.com,779,"East Joycetown, Uganda"
480,480,Breakfast,"Paneer Butter Masala, Biryani, Vada",791,2025-05-25,Shannon Mcdaniel,48,Other,reyesgina@example.org,416,"Port Bonniemouth, Dominican Republic"
481,481,Breakfast,"Boiled Egg, Muesli",684,2025-06-01,Jerome Walton,31,F,parkerjamie@example.net,272,"West Robin, Switzerland"
482,482,Snack,"Pav Bhaji, French Fries, Quesadilla, Ramen",1020,2025-05-24,Heidi Rogers,21,F,matkinson@example.com,763,"Hendersonfurt, Niue"
483,483,Breakfast,"Tom Yum Soup, Pad Thai",387,2025-06-15,David Anderson,47,Other,berrymichelle@example.org,981,"West Jade, Mali"
484,484,Breakfast,"Pizza, Kadhi Pakora, Tandoori Chicken, Hot Dog, Palak Paneer",814,2025-05-21,Linda Thompson,19,F,alyssa41@example.com,896,"Luisland, Syrian Arab Republic"
485,485,Snack,"Greek Salad, Upma, Tandoori Chicken",788,2025-05-25,Carrie Barber,45,F,jimmywilliams@example.net,284,"West Wendyville, Yemen"
486,486,Lunch,"Quesadilla, Dal Tadka, Pizza, Vada",369,2025-05-20,Tina Frost,22,M,campbellnicholas@example.com,917,"East Antonioton, Taiwan"
487,487,Snack,"Chicken Curry, Boiled Egg, Omelette, Caesar Salad",1170,2025-06-08,Tyler Brown,19,M,lisa11@example.org,863,"Port Jennamouth, North Macedonia"
488,488,Breakfast,"Chole Bhature, Kadhi Pakora, Cereal, Upma",484,2025-06-10,Jose Dickerson II,23,F,radams@example.net,402,"East Benjamin, Somalia"
489,489,Lunch,"Dal Tadka, Lassi, Protein Shake, Beef Steak",1149,2025-05-24,Terry Thompson,52,F,padillageorge@example.org,162,"Garciastad, Swaziland"
490,490,Lunch,"Green Curry, Sushi, Hakka Noodles, Tandoori Chicken",483,2025-05-28,John Cooper,48,M,williamsjesse@example.com,606,"Lake Amy, Chile"
491,491,Breakfast,"Butter Naan, Chicken Curry, Mac and Cheese, Yogurt, Buttermilk",1198,2025-06-12,Alison Lawrence,25,F,paula21@example.org,848,"Brianberg, Uruguay"
492,492,Dinner,"Pho, Greek Salad, Bibimbap, Mutton Rogan Josh",742,2025-06-03,David Young,25,F,matthewspencer@example.org,483,"West Troyfort, Australia"
493,493,Snack,"Pav Bhaji, Ramen",821,2025-05-23,Gregory Robbins,47,Other,katelynsolomon@example.net,563,"Brooksfurt, Saint Lucia"
494,494,Lunch,"Spaghetti Bolognese, Cereal, Lemon Rice",782,2025-06-15,Willie Guerrero,32,F,amy30@example.com,20,"East Lydiamouth, Seychelles"
495,495,Dinner,"Omelette, Pho, Hakka Noodles, Tacos",932,2025-06-09,John Nelson,29,Other,zwilson@example.net,102,"Sheilaville, Iran"
496,496,Dinner,"Coffee, Scrambled Egg",204,2025-05-26,Craig Watkins,43,Other,garciachristopher@example.com,8,"Ericmouth, Guam"
